date,demand,rrp
2018-01-07,8009.906537313433,69.99522388059702
2018-01-14,8384.092589285714,73.87110119047618
2018-01-21,7972.035238095237,72.699375
2018-01-28,8909.238898809524,84.91898809523809
2018-02-04,7926.9779761904765,72.95386904761905
2018-02-11,8410.174107142857,73.50208333333333
2018-02-18,8780.315089285714,78.48708333333333
2018-02-25,8143.16619047619,71.775625
2018-03-04,7895.714613095238,71.20690476190477
2018-03-11,7639.142172619047,63.50452380952381
2018-03-18,8164.327797619048,68.01940476190477
2018-03-25,7797.722023809524,63.947410714285716
2018-04-01,7491.1503571428575,68.26351190476191
2018-04-08,7674.978720238096,81.01568452380953
2018-04-15,7814.046785714287,71.22999999999999
2018-04-22,7431.570535714286,77.92348214285714
2018-04-29,7308.48431547619,71.79857142857142
2018-05-06,7496.358571428571,61.81604166666666
2018-05-13,7744.9148214285715,67.17098214285714
2018-05-20,8060.0127678571425,93.76979166666668
2018-05-27,7961.03068452381,83.79517857142858
2018-06-03,8369.838869047619,81.26857142857143
2018-06-10,8476.439583333335,148.38279761904764
2018-06-17,8505.309285714286,73.98059523809523
2018-06-24,9088.051517857142,99.95982142857143
2018-07-01,9078.272232142857,84.59758928571429
2018-07-08,8526.190922619047,64.43449404761905
2018-07-15,9005.386041666667,84.63711309523809
2018-07-22,8819.058392857143,79.28827380952382
2018-07-29,8406.933988095238,73.23502976190477
2018-08-05,8269.541874999999,72.3488988095238
2018-08-12,8318.563035714285,87.32345238095238
2018-08-19,8157.7819345238095,83.96300595238095
2018-08-26,8474.740565476191,103.92970238095238
2018-09-02,8542.137083333333,114.34431547619049
2018-09-09,8150.178303571429,122.3029761904762
2018-09-16,7439.712827380952,75.73071428571428
2018-09-23,7514.974255952381,87.13303571428571
2018-09-30,7621.300982142857,84.84375
2018-10-07,7421.37318452381,82.33705357142857
2018-10-14,7511.417113095238,78.03223214285715
2018-10-21,7389.999583333333,107.40845238095237
2018-10-28,7261.5248511904765,80.93559523809525
2018-11-04,7753.872916666666,87.44202380952382
2018-11-11,7500.772083333333,91.89702380952382
2018-11-18,7346.049375,86.26181547619048
2018-11-25,7155.966517857143,78.35407738095239
2018-12-02,7418.063244047619,89.05294642857143
2018-12-09,7663.612113095238,75.22925595238095
2018-12-16,7940.750505952381,94.03931547619047
2018-12-23,7879.6805952380955,92.16556547619048
2018-12-30,7912.085744047619,74.59901785714285
2019-01-06,8401.011428571428,87.09886904761905
2019-01-13,8196.353571428572,80.81547619047619
2019-01-20,9522.804375,136.63723214285716
2019-01-27,9403.981071428572,117.7113988095238
2019-02-03,8933.911398809523,147.92122023809523
2019-02-10,8707.790714285715,102.53113095238095
2019-02-17,8051.319464285714,86.76517857142856
2019-02-24,7931.256696428572,83.68913690476191
2019-03-03,8010.442886904762,80.08758928571429
2019-03-10,8214.584523809524,88.87110119047618
2019-03-17,7947.563035714286,86.56619047619049
2019-03-24,7754.897351190475,95.98372023809523
2019-03-31,7484.9716071428575,83.38684523809523
2019-04-07,7469.261547619048,86.39351190476191
2019-04-14,7464.716071428572,86.56306547619047
2019-04-21,7204.939226190477,80.24895833333333
2019-04-28,7074.521101190476,62.65806547619048
2019-05-05,7579.604732142857,74.52833333333334
2019-05-12,7826.575565476191,77.16348214285715
2019-05-19,7800.88824404762,82.32169642857143
2019-05-26,7658.383839285715,78.77258928571429
2019-06-02,8491.223779761905,87.94508928571429
2019-06-09,8830.272916666667,127.95919642857143
2019-06-16,8075.797916666667,82.55755952380953
2019-06-23,9061.190892857143,85.80029761904763
2019-06-30,8701.14619047619,65.07505952380953
2019-07-07,8671.255952380952,70.36660714285715
2019-07-14,8557.454791666667,76.86485119047619
2019-07-21,8530.226339285713,69.81181547619047
2019-07-28,8379.77607142857,68.69994047619048
2019-08-04,8591.892976190476,72.8397619047619
2019-08-11,8568.82556547619,82.51863095238095
2019-08-18,8464.494970238095,81.16258928571429
2019-08-25,8102.532648809524,66.02639880952381
2019-09-01,8322.688363095238,110.29791666666667
2019-09-08,7557.069285714285,76.863125
2019-09-15,7666.1174404761905,96.74008928571428
2019-09-22,7562.132916666667,96.85764880952381
2019-09-29,7198.419613095239,114.99116071428571
2019-10-06,7212.792232142857,103.74619047619048
2019-10-13,7158.029613095238,115.39261904761904
2019-10-20,7064.044851190476,87.17119047619047
2019-10-27,7265.874523809523,85.75217261904761
2019-11-03,7429.976279761904,110.6588988095238
2019-11-10,7108.289672619047,68.54017857142857
2019-11-17,7223.333005952381,71.09842261904762
2019-11-24,7683.227738095238,66.95330357142858
2019-12-01,7541.524583333333,62.2428869047619
2019-12-08,7402.443095238095,51.26574404761905
2019-12-15,7765.164017857142,57.06047619047619
2019-12-22,7937.083779761904,52.32050595238095
2019-12-29,7332.288273809523,48.56857142857143
2020-01-05,8079.23619047619,227.66410714285715
2020-01-12,7892.891874999999,49.493750000000006
2020-01-19,7626.902619047619,49.66449404761905
2020-01-26,8751.940238095238,83.81940476190476
2020-02-02,9496.717261904761,314.65690476190474
2020-02-09,7631.999553571429,41.53294642857143
2020-02-16,7946.282083333333,60.3652380952381
2020-02-23,7719.605714285714,57.34892857142857
2020-03-01,7845.806934523809,49.43547619047619
2020-03-08,7729.937351190477,50.25288690476191
2020-03-15,7219.155833333333,41.30202380952381
2020-03-22,7356.1325595238095,45.62068452380952
2020-03-29,7079.780148809524,45.02625
2020-04-05,7034.203958333333,50.11883928571429
2020-04-12,6840.509375,43.284166666666664
2020-04-19,6784.238273809524,39.35035714285714
2020-04-26,6891.615297619048,35.2258630952381
2020-05-03,7324.55255952381,35.01848214285714
2020-05-10,7340.778482142857,36.17339285714286
2020-05-17,7962.306458333334,42.445386904761904
2020-05-24,8014.818125000001,48.57294642857143
2020-05-31,8058.561398809524,44.74348214285714
2020-06-07,8506.865,46.625059523809526
2020-06-14,8189.695148809524,68.50770833333334
2020-06-21,8294.887291666666,38.316696428571426
2020-06-28,8838.28925595238,42.35821428571429
2020-07-05,8519.785357142857,35.684196428571425
2020-07-12,8805.794970238096,47.67514880952381
2020-07-19,8740.106041666666,47.449464285714285
2020-07-26,8796.232113095239,59.190505952380946
2020-08-02,8470.055357142857,44.90026785714286
2020-08-09,8806.57925595238,43.52339285714286
2020-08-16,8331.716726190476,47.57940476190476
2020-08-23,8141.733065476191,46.267559523809524
2020-08-30,8113.018035714286,63.7333630952381
2020-09-06,7410.303065476191,44.393839285714286
2020-09-13,7397.447113095238,38.32625
2020-09-20,7133.593005952381,39.11392857142857
2020-09-27,7086.306279761905,41.28958333333333
2020-10-04,6933.214464285715,39.37970238095238
2020-10-11,6779.876934523809,69.061875
2020-10-18,6969.959464285714,46.18264880952381
2020-10-25,7065.54630952381,77.18571428571428
